Sequence,Stop Name,Stop Coordinate,Check Time,Log Coordinate,Distance,S
4,SEK. MEN. SRI PERMATA – JLN SS 3/80,"3.10151490209982, 101.614209672132",2019-06-02 12:01:55,"3.1026683, 101.6150283",157 meter,3
5,TAMAN PERMAINAN – JLN SS 3/29,"3.09953717185688, 101.610986705879",2019-06-02 12:03:20,"3.10114, 101.6109217",177 meter,4
6,7 ELEVEN – JLN SS 3/29,"3.09682337351054, 101.611003335106",2019-06-02 12:03:50,"3.098055, 101.6109583",136 meter,5
7,RUMAH NO. 1 – JLN SS 3/29,"3.09173167596204, 101.610995720938",2019-06-02 12:04:50,"3.0933117, 101.611015",175 meter,6
8,PASARAYA BINTANG – JLN SS 8/29,"3.0886277, 101.6141655",2019-06-02 12:05:45,"3.0887933, 101.6130817",122 meter,7
9,PJ21 SRI SURIA – JLN SS 8/39,"3.09009995530852, 101.614893880919",2019-06-02 12:06:55,"3.0898433, 101.6149817",30 meter,8
10,RUMAH NO. 9 – JLN SS 1/11,"3.09328693210492, 101.616557211215",2019-06-02 12:07:55,"3.092415, 101.6156383",140 meter,9
11,RUMAH NO. 35 – JLN SS 1/11,"3.09527625790925, 101.617587312955",2019-06-02 12:08:55,"3.0944717, 101.61696",113 meter,10
16,MASJID/SEK REN. AGAMA – JLN 229,"3.09581055585597, 101.626158571955",2019-06-02 12:15:55,"3.0946354, 101.6273891",189 meter,11
17,SHELL – PERSIARAN NARAYANAN,"3.09623994321129, 101.63059883685",2019-06-02 12:16:20,"3.0958517, 101.62889",195 meter,16
18,SEK. MEN. SRI UTAMA – JLN 51A/227,"3.09852573401422, 101.63231163406",2019-06-02 12:17:05,"3.0969991, 101.6321877",169 meter,17
19,BANGUNAN O’CONNOR – JLN 51A/227,"3.1006311, 101.6326407",2019-06-02 12:17:45,"3.100275, 101.6323467",51 meter,18
20,HONDA TRAINING CENTRE – JLN 51A/227,"3.10137299701371, 101.630645769085",2019-06-02 12:18:10,"3.1013667, 101.6317133",119 meter,19
21,SEK. MEN. (P) SRI AMAN – JLN SS 14/47,"3.10342898876476, 101.629160797821",2019-06-02 12:19:20,"3.1024567, 101.6294933",114 meter,20
22,MAZ INTERNATIONAL SCHOOL,"3.104181, 101.625786",2019-06-02 12:19:55,"3.1039467, 101.6266767",102 meter,21
23,WISMA JAFER ZAIDI – JLN 20/14,"3.10676403668525, 101.625344054112",2019-06-02 12:20:30,"3.1059083, 101.6259067",113 meter,22
24,SHELL – JLN 21/1,"3.10958456021512, 101.623112820665",2019-06-02 12:22:00,"3.1087583, 101.6245217",181 meter,23
25,HERBALINE – JLN 21/11,"3.11196181822721, 101.621221934795",2019-06-02 12:23:40,"3.1113433, 101.622065",116 meter,24
26,PETRON SS 2/24,"3.11389615072979, 101.620627266475",2019-06-02 12:24:00,"3.1127383, 101.62026",134 meter,25
31,AUTO FILM – JLNSS 2/24,"3.11521642915048, 101.621698417829",2019-06-02 12:24:35,"3.114755, 101.621355",64 meter,26
27,BALAI POLIS SEA PARK – JLN SS2/24,"3.11712212470101, 101.623102230366",2019-06-02 12:25:00,"3.116595, 101.622865",64 meter,31
28,VISION SPACE – JLN SS 2/75,"3.11896809448934, 101.623816438545",2019-06-02 12:26:30,"3.1179733, 101.6242633",121 meter,27
29,PUBLIC BANK – JLN SS 2/75,"3.1207195747442, 101.621832946834",2019-06-02 12:27:00,"3.12021, 101.6225583",98 meter,28
30,POH KONG – JLN SS 2/55,"3.1172868, 101.6209125",2019-06-02 12:28:40,"3.1179733, 101.6198583",140 meter,29
32,PETRON SEAPARK – JLN SS2/24,"3.11113995129121, 101.618514744918",2019-06-02 12:30:45,"3.1118033, 101.6190383",94 meter,30
33,SEK. MEN . KEB. TAMAN SEA – JLN SS 2/3,"3.1106107, 101.6149735",2019-06-02 12:32:30,"3.1098933, 101.6165",187 meter,32
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-02 11:56:45,"3.1113463, 101.6117893",129 meter,Sequence
2,RUMAH NO. 57 – JLN SS4A/1,"3.10767533424092, 101.611201364536",2019-06-02 11:57:17,"3.1092417, 101.611655",180 meter,1
3,PETRONAS (OPP ) – JLN SS4B/10,"3.10790754483897, 101.60644396198",2019-06-02 11:58:17,"3.1074333, 101.607905",171 meter,2
4,RUMAH NO. 28/TOP SPEED – JLN SS4B/10,"3.10946518685449, 101.603688366379",2019-06-02 11:59:12,"3.109415, 101.60523",171 meter,3
5,KUARTERS  PDRM – JLN SS4B/10,"3.10945518937511, 101.599495808303",2019-06-02 12:00:17,"3.10944, 101.6004783",109 meter,4
6,SEK MEN KELANA JAYA – LDP,"3.10875312257981, 101.596062492728",2019-06-02 12:00:37,"3.1094067, 101.5974233",168 meter,5
7,SS6 KELANA PARK VIEW,"3.101688, 101.600003",2019-06-02 12:02:37,"3.1014883, 101.5982417",197 meter,6
8,P’PURI PKNS/JEJARI RESTORAN – JLN SS6/3,"3.10229623315117, 101.600390567679",2019-06-02 12:04:12,"3.1025317, 101.600445",27 meter,7
9,DATARAN GLOMAC - JLN SS6/3,"3.10355294777375, 101.600324352665",2019-06-02 12:04:22,"3.1036483, 101.6003717",12 meter,8
10,P’RAYA GIANT/PERUMAHAN POLIS – JLN SS5/2,"3.10502300000004, 101.600682",2019-06-02 12:04:32,"3.1045483, 101.60025",71 meter,9
11,SEK KEB KELANA JAYA – JLN SS5/2,"3.104795, 101.607201",2019-06-02 12:06:27,"3.1053367, 101.605795",167 meter,10
12,RUMAH NO. 24 – JLN SS5/1,"3.10310809833283, 101.606752545247",2019-06-02 12:07:17,"3.10362, 101.6070417",65 meter,11
13,7 ELEVEN - JLN SS5/1,"3.101065, 101.605479",2019-06-02 12:07:47,"3.1016833, 101.6057917",77 meter,12
14,RUMAH NO 159 (OPP)/JLN SS 5A/1,"3.09751891740636, 101.604446197537",2019-06-02 12:08:32,"3.0991867, 101.6041233",188 meter,13
15,RUMAH NO. 52 - JLN SS5A/14,"3.097113, 101.604774",2019-06-02 12:09:42,"3.0970667, 101.6048683",12 meter,14
16,RUMAH NO. 28 - JLN SS5A/14,"3.09660528450981, 101.605475706997",2019-06-02 12:09:57,"3.0965733, 101.6054717",4 meter,15
17,YAYASAN TAIWAN BUDDHIST (OPP)– JLN 5A/14,"3.09602704547199, 101.606265160397",2019-06-02 12:10:07,"3.0962705, 101.6058456",54 meter,16
18,MASJID HIDAYAH – JLN MAJLIS,"3.09899537677687, 101.607111585593",2019-06-02 12:11:17,"3.0979433, 101.607115",116 meter,17
19,RUMAH NO. 21 – JLN SS 3/80,"3.1016, 101.609357",2019-06-02 12:12:42,"3.1020583, 101.6084133",116 meter,18
20,SEK MEN SRI PERMATA – JLN SS 3/80,"3.101569, 101.613331",2019-06-02 12:13:12,"3.1015517, 101.6117217",179 meter,19
21,SIMPANG JLN SS1/38 – JLN SS1/36,"3.104599, 101.61648",2019-06-02 12:15:02,"3.102935, 101.6164467",184 meter,20
22,NURSERI (OPP)– JLN SS1/36,"3.108636, 101.616465",2019-06-02 12:16:27,"3.106855, 101.6162267",199 meter,21
23,SEK MEN KEB TAMAN SEA  (OPP)– JLN SS2/3,"3.109894, 101.616525",2019-06-02 12:16:57,"3.1094033, 101.6171017",84 meter,22
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-02 11:56:45,"3.1113463, 101.6117893",129 meter,Sequence
2,RUMAH NO. 57 – JLN SS 4A/1,"3.10763984044263, 101.610927842503",2019-06-02 11:57:17,"3.1092417, 101.611655",195 meter,1
4,SEK. MEN. SRI PERMATA – JLN SS 3/80,"3.10151490209982, 101.614209672132",2019-06-02 12:13:27,"3.1016217, 101.612635",175 meter,2
33,SEK. MEN . KEB. TAMAN SEA – JLN SS 2/3,"3.1106107, 101.6149735",2019-06-02 12:17:12,"3.1099967, 101.6162983",162 meter,4
23,SEK MEN KEB TAMAN SEA  (OPP)– JLN SS2/3,"3.109894, 101.616525",2019-06-02 12:17:29,"3.1104617, 101.617905",166 meter,Sequence
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-02 12:20:29,"3.11082, 101.61381",119 meter,23
30,POH KONG – JLN SS 2/55,"3.1172868, 101.6209125",2019-06-02 12:13:14,"3.1181, 101.6197517",157 meter,Sequence
31,AUTO FILM – JLNSS 2/24,"3.11521642915048, 101.621698417829",2019-06-02 12:14:14,"3.1163433, 101.6219367",127 meter,30
26,PETRON SS 2/24,"3.11389615072979, 101.620627266475",2019-06-02 12:16:54,"3.11392, 101.62084",24 meter,31
32,PETRON SEAPARK – JLN SS2/24,"3.11113995129121, 101.618514744918",2019-06-02 12:17:09,"3.1124083, 101.6194833",177 meter,26
33,SEK. MEN . KEB. TAMAN SEA – JLN SS 2/3,"3.1106107, 101.6149735",2019-06-02 12:20:04,"3.1100967, 101.6162367",151 meter,32
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-02 12:20:29,"3.11082, 101.61381",119 meter,33
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-02 11:46:31,"3.1113022, 101.6120062",107 meter,Sequence
2,RUMAH NO. 57 – JLN SS4A/1,"3.10767533424092, 101.611201364536",2019-06-02 11:49:00,"3.10903, 101.611455",152 meter,1
20,SEK MEN SRI PERMATA – JLN SS 3/80,"3.101569, 101.613331",2019-06-02 11:51:10,"3.1018117, 101.6150267",190 meter,2
19,RUMAH NO. 21 – JLN SS 3/80,"3.1016, 101.609357",2019-06-02 11:52:10,"3.1013467, 101.6109467",179 meter,20
23,SEK MEN KEB TAMAN SEA  (OPP)– JLN SS2/3,"3.109894, 101.616525",2019-06-02 12:27:50,"3.1105367, 101.617975",176 meter,19
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-02 11:46:31,"3.1113022, 101.6120062",107 meter,Sequence
2,RUMAH NO. 57 – JLN SS 4A/1,"3.10763984044263, 101.610927842503",2019-06-02 11:49:00,"3.10903, 101.611455",165 meter,1
3,RUMAH NO. 107 – JLN SS 3/39,"3.1055572225102, 101.611702085264",2019-06-02 11:50:10,"3.1059133, 101.61101",86 meter,2
4,SEK. MEN. SRI PERMATA – JLN SS 3/80,"3.10151490209982, 101.614209672132",2019-06-02 11:50:55,"3.1030017, 101.6149783",185 meter,3
5,TAMAN PERMAINAN – JLN SS 3/29,"3.09953717185688, 101.610986705879",2019-06-02 11:52:15,"3.1009117, 101.6109817",152 meter,4
6,7 ELEVEN – JLN SS 3/29,"3.09682337351054, 101.611003335106",2019-06-02 11:52:50,"3.0971617, 101.6110117",37 meter,5
7,RUMAH NO. 1 – JLN SS 3/29,"3.09173167596204, 101.610995720938",2019-06-02 11:54:00,"3.0934683, 101.6109433",192 meter,6
8,PASARAYA BINTANG – JLN SS 8/29,"3.0886277, 101.6141655",2019-06-02 11:54:55,"3.08951, 101.6129483",167 meter,7
9,PJ21 SRI SURIA – JLN SS 8/39,"3.09009995530852, 101.614893880919",2019-06-02 11:56:55,"3.089895, 101.6149",23 meter,8
10,RUMAH NO. 9 – JLN SS 1/11,"3.09328693210492, 101.616557211215",2019-06-02 11:58:15,"3.0923933, 101.6156967",138 meter,9
11,RUMAH NO. 35 – JLN SS 1/11,"3.09527625790925, 101.617587312955",2019-06-02 11:59:25,"3.0953033, 101.6174417",16 meter,10
16,MASJID/SEK REN. AGAMA – JLN 229,"3.09581055585597, 101.626158571955",2019-06-02 12:06:40,"3.0946665, 101.6274007",187 meter,11
17,SHELL – PERSIARAN NARAYANAN,"3.09623994321129, 101.63059883685",2019-06-02 12:07:25,"3.0958733, 101.6290633",175 meter,16
18,SEK. MEN. SRI UTAMA – JLN 51A/227,"3.09852573401422, 101.63231163406",2019-06-02 12:08:15,"3.0973283, 101.6322883",132 meter,17
19,BANGUNAN O’CONNOR – JLN 51A/227,"3.1006311, 101.6326407",2019-06-02 12:09:00,"3.1003467, 101.6323517",45 meter,18
20,HONDA TRAINING CENTRE – JLN 51A/227,"3.10137299701371, 101.630645769085",2019-06-02 12:09:20,"3.101385, 101.631515",97 meter,19
21,SEK. MEN. (P) SRI AMAN – JLN SS 14/47,"3.10342898876476, 101.629160797821",2019-06-02 12:10:10,"3.1025133, 101.6295333",109 meter,20
22,MAZ INTERNATIONAL SCHOOL,"3.104181, 101.625786",2019-06-02 12:10:40,"3.1040267, 101.6270533",142 meter,21
23,WISMA JAFER ZAIDI – JLN 20/14,"3.10676403668525, 101.625344054112",2019-06-02 12:11:10,"3.1056783, 101.6258867",134 meter,22
24,SHELL – JLN 21/1,"3.10958456021512, 101.623112820665",2019-06-02 12:12:10,"3.1087933, 101.6245717",184 meter,23
25,HERBALINE – JLN 21/11,"3.11196181822721, 101.621221934795",2019-06-02 12:14:45,"3.1112667, 101.622175",131 meter,24
26,PETRON SS 2/24,"3.11389615072979, 101.620627266475",2019-06-02 12:15:10,"3.112925, 101.6200317",126 meter,25
31,AUTO FILM – JLNSS 2/24,"3.11521642915048, 101.621698417829",2019-06-02 12:16:10,"3.114995, 101.6215083",32 meter,26
27,BALAI POLIS SEA PARK – JLN SS2/24,"3.11712212470101, 101.623102230366",2019-06-02 12:17:50,"3.11629, 101.62258",109 meter,31
28,VISION SPACE – JLN SS 2/75,"3.11896809448934, 101.623816438545",2019-06-02 12:20:10,"3.1177183, 101.6243367",150 meter,27
29,PUBLIC BANK – JLN SS 2/75,"3.1207195747442, 101.621832946834",2019-06-02 12:21:20,"3.1201033, 101.622665",115 meter,28
30,POH KONG – JLN SS 2/55,"3.1172868, 101.6209125",2019-06-02 12:23:20,"3.1180333, 101.6198267",146 meter,29
32,PETRON SEAPARK – JLN SS2/24,"3.11113995129121, 101.618514744918",2019-06-02 12:27:35,"3.111945, 101.619095",110 meter,30
33,SEK. MEN . KEB. TAMAN SEA – JLN SS 2/3,"3.1106107, 101.6149735",2019-06-02 12:30:00,"3.1099517, 101.6164483",179 meter,32
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-02 11:40:01,"3.1113001, 101.6120067",106 meter,Sequence
2,RUMAH NO. 57 – JLN SS4A/1,"3.10767533424092, 101.611201364536",2019-06-02 11:41:47,"3.1093283, 101.61145",185 meter,1
3,PETRONAS (OPP ) – JLN SS4B/10,"3.10790754483897, 101.60644396198",2019-06-02 11:42:42,"3.107425, 101.6077517",155 meter,2
4,RUMAH NO. 28/TOP SPEED – JLN SS4B/10,"3.10946518685449, 101.603688366379",2019-06-02 11:43:32,"3.1092583, 101.605315",182 meter,3
5,KUARTERS  PDRM – JLN SS4B/10,"3.10945518937511, 101.599495808303",2019-06-02 11:44:37,"3.1094867, 101.6003667",97 meter,4
6,SEK MEN KELANA JAYA – LDP,"3.10875312257981, 101.596062492728",2019-06-02 11:45:07,"3.1094883, 101.5967033",108 meter,5
7,SS6 KELANA PARK VIEW,"3.101688, 101.600003",2019-06-02 11:46:51,"3.1015033, 101.598725",144 meter,6
8,P’PURI PKNS/JEJARI RESTORAN – JLN SS6/3,"3.10229623315117, 101.600390567679",2019-06-02 11:48:01,"3.102475, 101.600505",24 meter,7
9,DATARAN GLOMAC - JLN SS6/3,"3.10355294777375, 101.600324352665",2019-06-02 11:48:06,"3.1030133, 101.600485",62 meter,8
10,P’RAYA GIANT/PERUMAHAN POLIS – JLN SS5/2,"3.10502300000004, 101.600682",2019-06-02 11:48:46,"3.1043733, 101.600435",77 meter,9
11,SEK KEB KELANA JAYA – JLN SS5/2,"3.104795, 101.607201",2019-06-02 11:51:06,"3.105415, 101.6057833",172 meter,10
12,RUMAH NO. 24 – JLN SS5/1,"3.10310809833283, 101.606752545247",2019-06-02 11:52:16,"3.1032083, 101.6068983",20 meter,11
13,7 ELEVEN - JLN SS5/1,"3.101065, 101.605479",2019-06-02 11:53:01,"3.101635, 101.6059567",82 meter,12
14,RUMAH NO 159 (OPP)/JLN SS 5A/1,"3.09751891740636, 101.604446197537",2019-06-02 11:54:24,"3.0984967, 101.6037667",132 meter,13
15,RUMAH NO. 52 - JLN SS5A/14,"3.097113, 101.604774",2019-06-02 11:55:19,"3.0971233, 101.60476",2 meter,14
16,RUMAH NO. 28 - JLN SS5A/14,"3.09660528450981, 101.605475706997",2019-06-02 11:55:34,"3.0966617, 101.605395",11 meter,15
17,YAYASAN TAIWAN BUDDHIST (OPP)– JLN 5A/14,"3.09602704547199, 101.606265160397",2019-06-02 11:56:09,"3.09615, 101.60603",29 meter,16
18,MASJID HIDAYAH – JLN MAJLIS,"3.09899537677687, 101.607111585593",2019-06-02 11:56:49,"3.09744, 101.6071767",172 meter,17
19,RUMAH NO. 21 – JLN SS 3/80,"3.1016, 101.609357",2019-06-02 11:57:19,"3.1017267, 101.6081317",137 meter,18
20,SEK MEN SRI PERMATA – JLN SS 3/80,"3.101569, 101.613331",2019-06-02 11:58:04,"3.1015633, 101.61183",167 meter,19
21,SIMPANG JLN SS1/38 – JLN SS1/36,"3.104599, 101.61648",2019-06-02 11:59:44,"3.1030081, 101.6166594",177 meter,20
22,NURSERI (OPP)– JLN SS1/36,"3.108636, 101.616465",2019-06-02 12:00:39,"3.1072717, 101.6161717",154 meter,21
23,SEK MEN KEB TAMAN SEA  (OPP)– JLN SS2/3,"3.109894, 101.616525",2019-06-02 12:01:14,"3.1094197, 101.6170699",80 meter,22
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-02 11:40:01,"3.1113001, 101.6120067",106 meter,Sequence
2,RUMAH NO. 57 – JLN SS 4A/1,"3.10763984044263, 101.610927842503",2019-06-02 11:41:47,"3.1093283, 101.61145",196 meter,1
4,SEK. MEN. SRI PERMATA – JLN SS 3/80,"3.10151490209982, 101.614209672132",2019-06-02 11:58:19,"3.10154, 101.6128633",150 meter,2
33,SEK. MEN . KEB. TAMAN SEA – JLN SS 2/3,"3.1106107, 101.6149735",2019-06-02 12:01:24,"3.1098617, 101.6165567",194 meter,4
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-02 10:59:31,"3.1110039, 101.6127949",35 meter,Sequence
2,RUMAH NO. 57 – JLN SS4A/1,"3.10767533424092, 101.611201364536",2019-06-02 11:01:16,"3.1089783, 101.611425",146 meter,1
20,SEK MEN SRI PERMATA – JLN SS 3/80,"3.101569, 101.613331",2019-06-02 11:02:56,"3.1016617, 101.615005",186 meter,2
19,RUMAH NO. 21 – JLN SS 3/80,"3.1016, 101.609357",2019-06-02 11:03:46,"3.1016083, 101.6110333",186 meter,20
23,SEK MEN KEB TAMAN SEA  (OPP)– JLN SS2/3,"3.109894, 101.616525",2019-06-02 11:36:51,"3.1103667, 101.6178717",159 meter,19
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-02 10:59:31,"3.1110039, 101.6127949",35 meter,Sequence
2,RUMAH NO. 57 – JLN SS 4A/1,"3.10763984044263, 101.610927842503",2019-06-02 11:01:16,"3.1089783, 101.611425",158 meter,1
3,RUMAH NO. 107 – JLN SS 3/39,"3.1055572225102, 101.611702085264",2019-06-02 11:01:46,"3.1062017, 101.6107567",127 meter,2
4,SEK. MEN. SRI PERMATA – JLN SS 3/80,"3.10151490209982, 101.614209672132",2019-06-02 11:02:46,"3.1026683, 101.6149933",154 meter,3
5,TAMAN PERMAINAN – JLN SS 3/29,"3.09953717185688, 101.610986705879",2019-06-02 11:03:56,"3.1008817, 101.6109717",149 meter,4
6,7 ELEVEN – JLN SS 3/29,"3.09682337351054, 101.611003335106",2019-06-02 11:04:26,"3.0975067, 101.6109317",76 meter,5
7,RUMAH NO. 1 – JLN SS 3/29,"3.09173167596204, 101.610995720938",2019-06-02 11:05:26,"3.0935267, 101.61095",199 meter,6
8,PASARAYA BINTANG – JLN SS 8/29,"3.0886277, 101.6141655",2019-06-02 11:06:36,"3.0896083, 101.6129333",175 meter,7
9,PJ21 SRI SURIA – JLN SS 8/39,"3.09009995530852, 101.614893880919",2019-06-02 11:07:56,"3.089905, 101.6148883",22 meter,8
10,RUMAH NO. 9 – JLN SS 1/11,"3.09328693210492, 101.616557211215",2019-06-02 11:09:11,"3.0923917, 101.6154983",154 meter,9
11,RUMAH NO. 35 – JLN SS 1/11,"3.09527625790925, 101.617587312955",2019-06-02 11:09:51,"3.09454, 101.616935",109 meter,10
16,MASJID/SEK REN. AGAMA – JLN 229,"3.09581055585597, 101.626158571955",2019-06-02 11:17:26,"3.0946317, 101.6273667",187 meter,11
17,SHELL – PERSIARAN NARAYANAN,"3.09623994321129, 101.63059883685",2019-06-02 11:17:56,"3.09583, 101.6291183",171 meter,16
18,SEK. MEN. SRI UTAMA – JLN 51A/227,"3.09852573401422, 101.63231163406",2019-06-02 11:18:51,"3.097025, 101.63222",166 meter,17
19,BANGUNAN O’CONNOR – JLN 51A/227,"3.1006311, 101.6326407",2019-06-02 11:19:21,"3.1001717, 101.6323383",61 meter,18
20,HONDA TRAINING CENTRE – JLN 51A/227,"3.10137299701371, 101.630645769085",2019-06-02 11:19:46,"3.1014117, 101.6316167",108 meter,19
21,SEK. MEN. (P) SRI AMAN – JLN SS 14/47,"3.10342898876476, 101.629160797821",2019-06-02 11:20:46,"3.102965, 101.6294117",58 meter,20
22,MAZ INTERNATIONAL SCHOOL,"3.104181, 101.625786",2019-06-02 11:21:21,"3.1039433, 101.6263517",68 meter,21
23,WISMA JAFER ZAIDI – JLN 20/14,"3.10676403668525, 101.625344054112",2019-06-02 11:21:46,"3.1060467, 101.6258617",98 meter,22
24,SHELL – JLN 21/1,"3.10958456021512, 101.623112820665",2019-06-02 11:22:21,"3.1087783, 101.624555",183 meter,23
25,HERBALINE – JLN 21/11,"3.11196181822721, 101.621221934795",2019-06-02 11:23:46,"3.111205, 101.62225",142 meter,24
26,PETRON SS 2/24,"3.11389615072979, 101.620627266475",2019-06-02 11:26:51,"3.1127529, 101.6202122",135 meter,25
31,AUTO FILM – JLNSS 2/24,"3.11521642915048, 101.621698417829",2019-06-02 11:29:01,"3.1149633, 101.621565",32 meter,26
27,BALAI POLIS SEA PARK – JLN SS2/24,"3.11712212470101, 101.623102230366",2019-06-02 11:29:36,"3.1161467, 101.6224417",130 meter,31
28,VISION SPACE – JLN SS 2/75,"3.11896809448934, 101.623816438545",2019-06-02 11:31:41,"3.1178667, 101.6242967",133 meter,27
29,PUBLIC BANK – JLN SS 2/75,"3.1207195747442, 101.621832946834",2019-06-02 11:32:21,"3.120255, 101.62254",94 meter,28
30,POH KONG – JLN SS 2/55,"3.1172868, 101.6209125",2019-06-02 11:34:21,"3.1177117, 101.6201833",94 meter,29
32,PETRON SEAPARK – JLN SS2/24,"3.11113995129121, 101.618514744918",2019-06-02 11:36:36,"3.1116517, 101.618855",68 meter,30
33,SEK. MEN . KEB. TAMAN SEA – JLN SS 2/3,"3.1106107, 101.6149735",2019-06-02 11:37:21,"3.1100617, 101.6162783",157 meter,32
1,LRT TMN BAHAGIA,"3.11068977010887, 101.612747206455",2019-06-02 10:43:34,"3.1111036, 101.6122463",72 meter,Sequence
2,RUMAH NO. 57 – JLN SS4A/1,"3.10767533424092, 101.611201364536",2019-06-02 10:44:49,"3.10923, 101.6114533",174 meter,1
3,PETRONAS (OPP ) – JLN SS4B/10,"3.10790754483897, 101.60644396198",2019-06-02 10:47:44,"3.10741, 101.6080117",183 meter,2
4,RUMAH NO. 28/TOP SPEED – JLN SS4B/10,"3.10946518685449, 101.603688366379",2019-06-02 10:48:44,"3.109355, 101.605065",154 meter,3
5,KUARTERS  PDRM – JLN SS4B/10,"3.10945518937511, 101.599495808303",2019-06-02 10:49:14,"3.10949, 101.6009083",157 meter,4
6,SEK MEN KELANA JAYA – LDP,"3.10875312257981, 101.596062492728",2019-06-02 10:49:34,"3.1094983, 101.5976783",198 meter,5
7,SS6 KELANA PARK VIEW,"3.101688, 101.600003",2019-06-02 10:52:14,"3.1015933, 101.5984384",174 meter,6
8,P’PURI PKNS/JEJARI RESTORAN – JLN SS6/3,"3.10229623315117, 101.600390567679",2019-06-02 10:53:29,"3.1025533, 101.6003733",28 meter,7
9,DATARAN GLOMAC - JLN SS6/3,"3.10355294777375, 101.600324352665",2019-06-02 10:53:39,"3.10359, 101.6002717",7 meter,8
10,P’RAYA GIANT/PERUMAHAN POLIS – JLN SS5/2,"3.10502300000004, 101.600682",2019-06-02 10:54:14,"3.1044739, 101.6002451",78 meter,9
11,SEK KEB KELANA JAYA – JLN SS5/2,"3.104795, 101.607201",2019-06-02 10:56:44,"3.10533, 101.6055117",197 meter,10
12,RUMAH NO. 24 – JLN SS5/1,"3.10310809833283, 101.606752545247",2019-06-02 10:57:49,"3.1036117, 101.6070167",63 meter,11
13,7 ELEVEN - JLN SS5/1,"3.101065, 101.605479",2019-06-02 10:58:14,"3.1017583, 101.6058917",89 meter,12
14,RUMAH NO 159 (OPP)/JLN SS 5A/1,"3.09751891740636, 101.604446197537",2019-06-02 10:59:14,"3.0992517, 101.60411",195 meter,13
15,RUMAH NO. 52 - JLN SS5A/14,"3.097113, 101.604774",2019-06-02 10:59:54,"3.0971483, 101.6046617",13 meter,14
16,RUMAH NO. 28 - JLN SS5A/14,"3.09660528450981, 101.605475706997",2019-06-02 11:00:34,"3.0965467, 101.60541",10 meter,15
17,YAYASAN TAIWAN BUDDHIST (OPP)– JLN 5A/14,"3.09602704547199, 101.606265160397",2019-06-02 11:00:44,"3.0962383, 101.6058367",53 meter,16
18,MASJID HIDAYAH – JLN MAJLIS,"3.09899537677687, 101.607111585593",2019-06-02 11:01:54,"3.0975467, 101.6070433",160 meter,17
19,RUMAH NO. 21 – JLN SS 3/80,"3.1016, 101.609357",2019-06-02 11:02:54,"3.1019533, 101.60852",101 meter,18
